text_id,text,task_1
hasoc_mr_966,हिंम्मत भाषा बायलांच्या तोंडातुन अशी वाटते जशी डुक्काराच्या तोंडात त्याचाच गु ...,HOF
hasoc_mr_967,आयपीएलमध्ये २ कोटींपेक्षा अधिक रक्कम मिळालेला  हा  खेळाडू विकायचा पाणीपुरी,NOT
hasoc_mr_968,२०१० साली upa सरकार असताना कांद्याचे भाव वाढत असल्यामुळे कांद्याची निर्यातबंदी केली  आयातकर कमी केले  पाकिस्तानातून…,NOT
hasoc_mr_969,नुसतं नाव अनुभव....आई चा दर्जा देता म आईची एक जी ओळख आहे तिला बिघडवायचा अधिकार कोणी दिला तुम्हाला?? आ…,NOT
hasoc_mr_970,joker says   बोलू दे   थोड़े दिवस आहेत .. नंतर देशमुख गेला आ…,NOT
hasoc_mr_971,आपल्याला भारतीय घटनेने दिलेले आहे  म्हणजे याचा अर्थ असा तर नाही ना होत की त्याच्या नावाखाली का…,NOT
hasoc_mr_972,अनेक आंतरराष्ट्रीय स्पर्धांमध्ये भारताला पदकांनी समृद्ध करणाऱ्या पॅरा बॅडमिंटनपटू सुकांत कदम याचा आज जन्मदिवस. २७…,NOT
hasoc_mr_973,गोट्या सेठ न बनविली फक्त एक कंपनी च नाव सांग  मागिल 6 वर्षात.... देशात,NOT
hasoc_mr_974,जे पिकतंय तेच विकतंय... जे विकतंय तेच पिकतंय... च्यायला डोकं पिकलंय का या फावड्याचं...,HOF
hasoc_mr_975,दोन्हीकडे सुपडा साफ होणार आहे....वा..वा... तुमच्या तोंडात  साखर  पडो,HOF
hasoc_mr_976,अरे मंद बुद्धी  लढाक मध्ये चीनी सैनिक पण मेले. आणि ह्या दोन गोष्टींची तुलना करताना ला…,HOF
hasoc_mr_977,तुमचं आजचं राशीभविष्य जाणून घ्या एका क्लिकवर...,NOT
hasoc_mr_978,आम्ही आहोत. जात पात धर्मा आमचा मराठी.. जय महाराष्ट्र...,NOT
hasoc_mr_979,अण आमच्या गोट्या सेठ ले नेपाल चा प्रधानमंत्री भी फटके मारुन‌ चालला जाते...,HOF
hasoc_mr_980,केंद्र सरकार ने नेमून दिलेल्या वकिलाने योग्य बाजू मांडली  राज्यला ते जमलं नाही  सिब्बल साहेबांसारखा…,NOT
hasoc_mr_981,जेंव्हा महानगरपालिकेने मंत्रालयासमोरील च ऑफिस तोडलं होतं भक्त तेंव्हा ऐवढे पिसाळले नव्हते जेवढे आत्ता…,NOT
hasoc_mr_982,csk fan s   तुम्हाला माहिती आहे 10 वर्षात 8 वेळा playoff साठी qualify झालोय आम्ही mi fan s   त्यात काय आम्हीही 12 व…,NOT
hasoc_mr_983,९ सप्टेंबर २०२०। बुधवार शके १९४२ भाद्रपद कृष्ण सप्तमी सप्तमी श्राद्ध सूर्योदय  ०६.२७ सूर्यास्त  १८…,NOT
hasoc_mr_984,अच्छा ते सगळे गप्प आहेत   तसेच निवडणुकीमध्ये लोकांनी मते दिली नाहीत म्हणून राज साहेब गप्प आहेत तर..(…,NOT
hasoc_mr_985,पावसाची फ्रेंड रिक्वेस्ट   मनिष कासोदेकर,NOT
hasoc_mr_986,नमस्कार तुमची ची जाहीरात इतकी कंटाळवाणी व त्रासदायक आहे की जाहिरात बघून असलेले ग्राहक…,NOT
hasoc_mr_987,दळभद्री लोक आहेत हे,HOF
hasoc_mr_988,पोरी फिरवायला जर फंटर स्काॅलरशिपचे पैसे वापरत असतील तर अशांसाठी बाबासाहेनीच फाशीच कलम समाविष्ट करायला पाहीजे होतं..…,NOT
hasoc_mr_989,२  ते साऱ्या जगाला माहित आहे. साल्यानी भुग्रहणासाठी शेतकऱ्याना आत्महत्या करायला लावल्या…,NOT
hasoc_mr_990,आठवलं  चे ठेकेदार पूर्वी फार आक्रमक होते आता बघूया किती आक्रमक होतात. नाही झाले तर समजायचे ते समजून…,NOT
hasoc_mr_991,कावळा शिवण्याला काय शास्त्राधार आहे? वाचा जयशंकर शर्मा यांचे उत्तर.,NOT
hasoc_mr_992,सर तुम्ही माझे एक आदर्श कलाकार  होतात  .. तुमची अभिनयवर असलेली पकड म्हणजे उत्कृष्ट आहे.. तुम्हाला मा…,NOT
hasoc_mr_993,वेगवेगळ्या ठिकाणी निवांत बसलेले. तोंडात सतत माऊली... पांडुरंग... अत्यंत हसतमुख आणि मुख्य म्हणजे समाधानी चेहरे. वाट…,NOT
hasoc_mr_994,च्या तोंडात राम मंदिर अयोध्या बाबर अन् आता ही सोनिया सेना आहे. कळलं का ही मैना कुणाची अन् ही…,NOT
hasoc_mr_995,भारताची पुरांतन बौद्धिक संपदा  थोर गाणितज्ञ व ज्योतिषी वराहमिहीर  ज्योतिषशास्त्राच्या अनेक शाखांवर ग्रंथलेखन करणा…,NOT
hasoc_mr_996,मंद बुद्धी ।,HOF
hasoc_mr_997,ब्रांड ह्या शब्दाचा वर्ण विच्छेद केला तर असा होतो ब्राँण्ड   ब्रा + रांड .... संज्या ला बहुतेक हे बो…,HOF
hasoc_mr_998,स्वतः इंजिनेरिंग करून फसलेला माणूस दुसऱ्याला इंजिनेररिंग कर सांगतो म्हणजे🤔 बायको कशी आहे हे माहीत असून सुद्धा मित्राला…,NOT
hasoc_mr_999,अरे लाचारा  तुमच्यावर ही अशी वेळ यायला हवी आणि दुसरे त्यावेळेस असेच हसले पाहीजे तुमच्या लायकीवर...…,NOT
hasoc_mr_1000,अरे येड्याहो तुम्ही तर मर्चंट नेव्हीतल्या माणसाला भारतीय नौदलाचा अधिकारी करून टाकले होते मूर्खांहो आणि मुंबई महानगर…,HOF
hasoc_mr_1001,कसोटीमध्ये २७ मिनिटांत अर्धशतक करणारा बांगलादेशचा धुरंदर मोहम्मद अश्रफुलला वाढदिवसाच्या हार्दिक शुभेच्छा...   🥳🥳,NOT
hasoc_mr_1002,मंद बुद्धि असतात काही लोक बिना कसलाही विचार न करता पोस्ट करतात,HOF
hasoc_mr_1003,जेव्हा आपलंच नाणं खोटं असतं ना... तेव्हा झाट काही करता येत नाही आपल्याला. आणि ह्याच नाण्यांचा फायदा घेऊन ते लोकं निडर बनतात.,HOF
hasoc_mr_1004,दुपारी जेवण्याच्या वेळी दारी आलेल्या ब्राह्मणाला किंवा श्रमणाला जो रागे भरतो  व काही देत नाही  त्याला नीच समजावे.…,HOF
hasoc_mr_1005,खेड्यापाड्यातील बौद्ध विहारांचे उद्‌घाटन केले. १९६८ साली मुंबई येथे धम्म परिषद भरविण्यात आली व प्रमुख पाहुणे म्हणून…,NOT
hasoc_mr_1006,बाळगू नका. ६) आपली प्रतिकारक्षमता किती चांगली आहे याचा दंभ मिरवू नका. ७) नम्र व्हा. महापुरे वृक्ष जाती तिथे लव्हाळी…,NOT
hasoc_mr_1007,गोलंदाजी  फलंदाजी  म्हणाल तिथे क्षेत्ररक्षण व यष्टीरक्षणसुद्धा करणारा खराखुरा ऑलराऊंडर,NOT
hasoc_mr_1008,आईघाल्या.. संन्ज्या राऊत तिला हरामखोर mhnala,HOF
hasoc_mr_1009,ऑफिस तोडल म्हणून हसणाऱ्या mva च्या कार्यकर्त्यांनो आणि मुबईचा अपमान झाला म्हणून तिला मुंबईत येऊ देणार…,NOT
hasoc_mr_1010,आपली न्यायव्यवस्था एवढी सावकाश आहे की...खटला संपता संपता आयुष्य निघून जात. जस रात्रीच्या सगळ्या गो…,NOT
hasoc_mr_1011,पूर्व लडाखमधील मुखपरी येथे प्रत्यक्ष ताबारेषेजवळ सोमवारी जमलेले चिनी सैन्य. भाले  लोखंडी शिगा आणि अन्य श…,NOT
hasoc_mr_1012,xiaomi ने लॉन्च केला अजून एक स्वस्त स्मार्टफोन redmi 9at  यात मिळेल 5 000एमएएच ची मोठी बॅटरी…,NOT
hasoc_mr_1013,कुठं नादाला लागतो? बावळट आहेत म्हणून सोडून दे ना दादा,HOF
hasoc_mr_1014,डॉ.बाबासाहेब आंबेडकर यांच्या संविधानामुळे आज एका आदिवासी माणसाने चालवणारा ट्रेड भारतात एक नंबरचा ट्रेड होणार आहे ही ताक…,NOT
hasoc_mr_1015,चार फॉलोअर्स जरी दर्जा विचारांचे असले तरी बस. बाकी गर्दी बऱ्याचदा विचारांना दाबण्याचे काम करते.,NOT
hasoc_mr_1016,आजच्या लेखात आपण गुंतवणूकदारांनी आवर्जून पाहावेत अशा स्टॉक मार्केटवर आधारित रंजक चित्रपटांबद्दल (stock market movie…,NOT
hasoc_mr_1017,float ह्या data type ला ऐच्छिक (optional) parameter असतो.. float (n)  n ची जी value अस…,NOT
hasoc_mr_1018,शत्रू मिळवणंही वाटतं तेवढं सोपं नसतं... त्यासाठी खूप  चांगली कामं  करावी लागतात..,NOT
hasoc_mr_1019,बावळट लोकांना पण मालिकेत घेतात तर ?,HOF
hasoc_mr_1020,देशद्रोही  मुंबई द्रोही  महाराष्ट्रद्रोही बेवडी कंगना. भक्त लोकांच्या तोंडात शेण गेलं का आता बाबर आ…,HOF
hasoc_mr_1021,धुंद ह्रद्ययाची तारा तु अल्लाद छेडत रहा.. नकोच थांबु तु आता असाच पडत रहा.. नकोच समजावु काहीच तु तसाच फक्त कळत रहा…,NOT
hasoc_mr_1022,आयपीएलमध्ये गोलंदाजांसमोर असेल ‘हे  सर्वात मोठे आव्हान  मोहम्मद शमीने केला खुलासा,NOT
hasoc_mr_1023,बजाज ऑटोमध्ये २००८ साली 25 लाख गाड्यांचे उत्पादन झाले तेव्हा ९ ५०९ कामगार होते  तेच २०१२ मध्ये गाड्यांचे उत्पादन 43.5 लाखा…,NOT
hasoc_mr_1024,अरे बावळट माणसा  तूझ्या विष्णूच्या अवताराने नौकर्या द्यायच्या सोड  असलेल्या नौकर्या घालवल्या लोकां…,HOF
hasoc_mr_1025,राग आणि अश्रू हे दोन्ही एकाच वेळी एखाद्या व्यक्तीवर तेव्हाच येतात जेव्हा आपल्याला त्या व्यक्तींची स्वतःहून जास्त का…,NOT
hasoc_mr_1026,ज्या महाराष्ट्र पोलिसांना आपण नावं ठेवलं त्याच पोलिसांनी तुम्हाला आज सुरक्षा दिली …,NOT
hasoc_mr_1027,तू गोट्या खेळ आणि थिल्लर चाळे कर.. तुला झापडं लावलीत त्यामुळे जेवढं दाखवलं जातं तेवढंच बघ आणि तेवढंच तोंड उघड..,HOF
hasoc_mr_1028,लोक या घटनेवर तोंडात मीठाचा खडा धरून गप्प का बसले आहेत. कारण ही घटना भाजपा शासित राज्यात झाली नाही म्हणुन का?,NOT
hasoc_mr_1029,विमानतळावर आरपीआय  करनी सेना विरुद्ध शिवसेना कार्यकर्ते आमने सामने.,NOT
hasoc_mr_1030,मुंबईतील माणसाची हिंदी बोलण्याची घाणेरडी सवय एकदिवस त्याच्याच सर्वनाशाला कार…  ` बात  हरामखोरीची निघाली तर मग डांबराने  लिहीले जाईल .,HOF
hasoc_mr_1031,घाण? बावळट हा शब्द जर तुला घाण वाटत असेल तर हे फुलं तुझ्यावर उधळतो मी,HOF
hasoc_mr_1032,तू किती ही शिव्या दे नाही तर शाप दे मला झाट फरक पडत नाही तुला फरक पडला म्हणून गांड जाळून 3 4 ट्विट करतोयस सो sad🤣🤣🤣🤣🤣🤣🤣🤣,HOF
hasoc_mr_1033,कंगना आली आणि y+ सुरक्षा घेऊन मागच्या दाराने पळून गेली ये डर होना चाहीये,NOT
hasoc_mr_1034,शिस्तीत कार्यक्रम करणे काय असतं हे आज अनेकांना हक्कभंगावरून कळलं असेल,NOT
hasoc_mr_1035,इक दिन मर जायेगा कुत्ते की मोत जग में कहेंगे मर गया मादरचोद ला ला ला ला ला ला ला ला ला ला ला ला ला ला ला…,HOF
hasoc_mr_1036,…म्हणूनच चेतेश्वर पुजाराला आयपीएल लिलावात खरेदीदार न मिळण्याचे दु ख नाही,NOT
hasoc_mr_1037,तुझ्या आईच्या पुच्चीत काळा लंड. रांडचा पोरगा. तुझ्या…,HOF
hasoc_mr_1038,बंबई नाही ते मुंबई आहे रे ते रताळ्यानों मुंबई म्हणायला लाज वाटते काय तुम्हाला? मुंबई महाराष्ट्राची राजधानी आहे आणि म…,NOT
hasoc_mr_1039,जोपर्यंत मराठी माणस सारख्या मराठीत सेवा न देणाऱ्या कंपन्यांच्या वस्तू खरेदी करण बंद क…,NOT
hasoc_mr_1040,मेरे प्यारे पुच्ची पुच्ची मोदी जी   आप सिर्फ जनजंख्या नियंत्रण कानून लाइये . बाकी हम आपकी पुच्ची पुच्ची…,HOF
hasoc_mr_1041,हद्दीत घुसून दहशतवाद्यांचा खातमा…,NOT
hasoc_mr_1042,परवा माझी पाचव्या वर्गातील नात आर्याने निमित्त छान शिकवले आज तिचा वाढदिवस  मी शुभाषिश देतो  आपल्या सर्वां…,NOT
hasoc_mr_1043,मदराशा चा भोंगा बंद करा अशी विनंती केल्यावर तोंडात केळ घेऊन बसलेली   वर्षानुवर्षे पावसाळ्यात गटारी साफ न करता आ…,HOF
hasoc_mr_1044,अरे संज्या थांब थांब  च्यायला खाट आधीच कुरकुरतेय  आणखीन हग्रलेखांचे हातोडे नको घालूस..,NOT
hasoc_mr_1045,२०११ साली  राहुल द्रविडने आपल्या शेवटच्या एकदिवसीय सामन्यात इंग्लंड विरुद्ध ६९ धावांची खेळी केली होती. कारकि…,NOT
hasoc_mr_1046,च्यायला आम्ही तर कॉलेजला असताना इन्फ्रारेड वर दोन मोबाईल एकमेकांच्या बोच्याला चिटकवून क्लिपा सेंड करून घ्यायचो.....…,HOF
hasoc_mr_1047,चायचा भोसडा ह्या सर्व राजकारण्यांच्या..काय लावलाय रे झाटूजिनो किती दिवसांपासून तेच तेच....ते रिया सुशांत..आणि आता…,HOF
hasoc_mr_1048,आधी तुमच्या वर्तुळात आपल्या मातृभाषेचा चा सन्मान ठेवा  जो तो करतील त्यांच्याशी जरूर मैत्री ठेवा   जे लोक इत…,NOT
hasoc_mr_1049,कारे मादरचोद नेरकर जास्तच माजलेला दिसतोय तू. तुझ्या आई बहिणी झोपत असतील गावातील लोकांबरोबर. भड…,HOF
hasoc_mr_1050,सत्य नेहमीच कटू असतं आणि अंधभक्त अजूनही त्यावरून फुकट अजित पवार ह्यांना लक्ष्य करत बसतात व्हाट्सअप्प ग्रुप वर,NOT
hasoc_mr_1051,तुजाईला समाधान देतोय ना मग बस झ्हाला  तिच्या पुचित मिरची घातली होती साली रांड,HOF
hasoc_mr_1052,ज्या गोष्टी संसदेला सांगायच्याआहेत त्या सांगितल्याआणि lac भूभागात चीनने जो आक्रमकपणा व घुसखोरी के…,NOT
hasoc_mr_1053,मुर्खा...शिवाजी राज्य संपले 50 वर्षातच... बामनांनी संपवल . नंतर पेशवाई आली नंतर इंग्रज 1…,HOF
hasoc_mr_1054,आजपर्यंत परप्रांतियांना पाठीशी घातलं पण आज तेच यांना शिव्या घालतात... अजूनही वेळ गेली नाहीत यांना आता हाकला.…,HOF
hasoc_mr_1055,एकदम मान्य   नाहीतरी ही भिकारचोट मंडळी त्या सिनेमामध्ये आपल्या संस्कृतीचा लिलाव करताना प…,HOF
hasoc_mr_1056,मुलांना बोलतात रागवतात ते फक्त प्रेमापोटी आणि त्यांनी सुधारव यासाठी पण आजकालची मुलं एका सेकंदात वापस बोलतात…,NOT
hasoc_mr_1057,सर्वांनी हे ग्रंथ अवश्य खरेदी करा. राष्ट्र आणि धर्मरक्षणाचे उपाय. देशाची सद्यस्थिती पाहता हिंदुंवर अ…,NOT
hasoc_mr_1058,हिटलर भाजप च्या गोटया चोळ्या …,HOF
hasoc_mr_1059,म्हशीच्या गळ्यातील घंटा सुशांत रिया  कंगना आलिया नेहरू पटेल  पाकिस्तान चीन।,NOT
hasoc_mr_1060,तुझ्या पुच्ची काही कामाची रायली नसणार मग तुझ भोक बेस्ट असणार,HOF
hasoc_mr_1061,काही लोक स्वतःचेच म्हणणं मग चूक असलं तरी खरं करतात.... स्वतः इतकं हुशार कोणीच नाही हेच पटत नाही त्यांना... आशा लोकांकडे…,NOT
hasoc_mr_1062,एवढ कळालं असतं तर त्यांनी भाजप कधीच सोडली असती.  अंध भक्त मंद भक्त,HOF
hasoc_mr_1063,भारतात ६०० तर जगभरात ७००० हेल्थकेअर वर्कर्सचा संसर्ग काळात झाला आहे. india today,NOT
hasoc_mr_1064,व्हय रे चोम्या तू शिकवणार मला कोणाला प्रेम करायचे ते.. दळभद्री सल्या..,HOF
hasoc_mr_1065,२०१४ साली महासत्ता होण्याची स्वप्न बघणारा आमचा युवक २०२० साली बेरोजगारी भत्ता मागू लागला. एवढा अनर्थ evm वरच्या एका बट…,NOT
hasoc_mr_1066,ही मराठी माणसाची एकजूट चं आहे की कंगना ह्या विषयावर महाराष्ट्र भाजप गप्प आहे  जास्त खळखळ नाही करत.. ज…,NOT
hasoc_mr_1067,फक्त सहकलाकरणीला जी साडीत फिरते तिला पॉर्नस्टार म्हणु शकते.,NOT
hasoc_mr_1068,च्यायला जोडीनं येणार हाय वय तु... बर आहे म ये पाऊस गेल्यावर.,NOT
hasoc_mr_1069,असो की यात राज्य सरकारला न्यायालयीन लढाईत अपयश आले आहे. फक्त भावनिक लढाई करून सहानुभूती…,NOT
hasoc_mr_1070,निघ आईघाल्या पाकिस्तानात  तुझं इथं काय काम कटव्या  इथं राहून देतोय हे हिंदूंचे उपकार समज,HOF
hasoc_mr_1071,च्यायला सगळ्यांना धमक्या देणारे फोन चालू झाले काय... आता चिंधी चोरांना पण धमक्या येऊ लागल्या म्हणजे लॉक…,NOT
hasoc_mr_1072,करोनाविरोधातील लढ्यात मोठा धक्का  ऑक्सफर्डने थांबवली करोना लस चाचणी. भारतातही या लसीची चाचणी सुरु करण्यात आली होती.,NOT
hasoc_mr_1073,बघ म्हणजे जग…,NOT
hasoc_mr_1074,हो आईघाल्या  मुंबई आमच्या बापाचीच आहे. तुझी औकात काय आहे रे भिकाऱ्या?,HOF
hasoc_mr_1075,क्या रे i झवाड्या देश के सिविल सर्विस के सिस्टम में इतना बडा घोचा है और तुम लोग देश की जनता को बताता नहीं है…,HOF
hasoc_mr_1076,कोरोणा लवकर घालवायचा आहे असं वाटतंय देशाचे महत्वाचे मुद्दे पुढे आणायचे असतील आर्थिक स्थिती वगैरे तर सोशल मीडिया वर…,NOT
hasoc_mr_1077,तुमच्या एवढा घाबरणारा मुख्यमंत्री मी कधीच पहिला नाही. धर्मा पाटलाच्या गावाला जायच्या आधी तुम्ही त्यां…,NOT
hasoc_mr_1078,राष्ट्रभाषा म्हणत असाल तर तिला कडवं घेऊन खुशाल हिंडाव  बाकी महाराष्ट्र अन मराठीच...   मैंने बोल्या..च्यायला ढोल्या…,NOT
hasoc_mr_1079,कंगणाला जितकी प्रसिद्धी आणि महापालिकेच्या कारवाईने दिली तितकी सलग १२ ब्लॉकबस्टर चित्रपटांनीही मि…,NOT
hasoc_mr_1080,आज साक्षरता दिवस आहे आजच्या दिवशी तरी तुमची आनी पानी कोळशाची गोनी तुमच्या घालून ठेवा…,NOT
hasoc_mr_1081,आयपीएलच्या १३ व्या मोसमात या ३ सलामीच्या जोड्या यूएईमध्ये उभारणार धावांचा डोंगर?,NOT
hasoc_mr_1082,भाजप च्या गोट्या चोळ्या आहेस का,HOF
hasoc_mr_1083,✍️ माझ्या ह्रदयातील स्पंदने तुझीच वाट पहात आहेत केव्हा येशील आयुष्यात माझ्या याचीच वाट पाहत आहे ओढ तुझ्या प्रेमाची आ…,NOT
hasoc_mr_1084,अरे बाबा घे अमराठी लोकांना अजून डोक्यावर. .. कधी सुधारणार काय माहित . मुंबई ला काही पण बोली ते नाही दिसलं का हो ?…,HOF
hasoc_mr_1085,ची फाटली का ची कोणी सांगेल काय राव कोणाची फाटली.....,NOT
hasoc_mr_1086,आरे मुर्खा तुझ्या सारख्या बीनडोक दोनहीकडुन बोलणार्या चोमु मुळे हे होत आहे,HOF
hasoc_mr_1087,एक बाईने तुमच्या तोंडात शेण घातले ते बघ आधी. मुलीच्या फोटोला चप्पल मारतात  डॉनच्या धमकीवर शेपूट घालून घरात बसतात आ…,HOF
hasoc_mr_1088,आरक्षण ५ न्यायमूर्तींच्या घटनापिठाकडे वर्ग शैक्षणिक प्रवेशात व नोकरभरतीत आरक्षणाला स्थगीती   राज्य सरकारचे,NOT
hasoc_mr_1089,तरीही काही भिकारचोट जाणता राजा कस काय म्हणता काय माहित,HOF
hasoc_mr_1090,मनात असंख्य वेदनादायी प्रश्न त्यावर न मिळणारी उत्तरं असंख्य असे आक्रोश त्यावर न मिळणारा दिलासा,NOT
hasoc_mr_1091,मधमाशी नसेल तर प्राणवायू मिळणं बंद होईल.,NOT
hasoc_mr_1092,भाषावार प्रांतरचनेचा आग्रही पुरस्कार करणारा मराठवाडा नेहमीच अखंड महाराष्ट्रवादी राहिला. पण मराठवाड्याच्या वाट्याला नेहमी…,NOT
hasoc_mr_1093,मराठा आरक्षणाला स्थगिती  मात्र मागील वर्षीच्या शैक्षणिक प्रवेश ग्राह्य,NOT
hasoc_mr_1094,एकेकाळी तमाशा प्रधान फक्त मराठी सिनेमा होता आणि शेतीप्रधान देश ... आता सगळा देश तमाशा प्रधान झालाय..प्रत्येक गोष्टीचा त…,NOT
hasoc_mr_1095,गुलाबाच्या कळीला थांग नव्हता   ती अल्लड वाऱ्याच्या झुळकेला लाजून जायची . मनोमनी मंद काजव्याची लगबग तिच्यापाशी गुंतत होती…,NOT
hasoc_mr_1096,काय फेकलो मनमोहनसिंग यांची विकिपीडिया वाचन मग.... गरीब घरून शिक्षण घेवून स्वताच्या दमावर बन…,NOT
hasoc_mr_1097,माझे कुटुंब  माझी जबाबदारी मोहिमेवरून भाजप नेत्याचा मुख्यमंत्र्यांना टोलाhttps   t.co uhlwrhnkvc,NOT
hasoc_mr_1098,सुशांत बिहारचा रिया बँगलोरची कंगना हिमाचल प्रदेशची.. आणि भांडणं महाराष्ट्रात.. आरं कुठं नेऊन ठेवलाय महाराष्ट्र मा…,NOT
hasoc_mr_1099,ज्या एकाचा डोळा लाल झाला आहे ना तो पूर्व नौसैनिक आहे हे न समजू शकणारे किती मंद आहेत हे सांगायची…,HOF
hasoc_mr_1100,हो आताही पाठिंबा द्यायला काही हरकत नाही.. तसही अर्णब आणि कंगना नि मुंबई आणि महाराष्ट्र पोलिसांचा अप…,NOT
hasoc_mr_1101,तुजाईला चेककर तिच्या बॉल वर चावलो होतो मी  सांगेल ती रांड कुठं गेली होती,HOF
hasoc_mr_1102,हुश्श..सुटका झाली... टाका आता बाहेर एकदाचा तो तोंडात धरून ठेवलेला मावा.. सांभाळून टाका आजूबाजूला ब…,NOT
hasoc_mr_1103,केंद्र सरकार ने नेमून दिलेल्या वकिलाने योग्य बाजू मांडली  राज्यला ते जमलं नाही  सिब्बल साहेबांसारखा व…,NOT
hasoc_mr_1104,तो बोल मंद हळवासा  आयुष्य स्पर्शूनी गेला सीतेच्या वनवासातील जणू अंगी राघव शेला ❤️❤️ ग्रेस,HOF
hasoc_mr_1105,सौंदर्याला नेहमीच  अपूर्णतेचा  अभिशाप असतो हे खरंच आहे.... गंधाविना फुललेली ही फुलं याचंच प्रत्यय आहेत....,NOT
hasoc_mr_1106,माननीय श्री गडकरी जी हे काय चालू आहे संपूर्ण भारतात हायवेवर मस्जिद दर्गे येतातच कसे लवकरात लवकर हा…,NOT
hasoc_mr_1107,आपल्या आई वडिलांच्या  भगीरथ  प्रयत्नांनंतर आपला जन्म झाला  तो देखील महाराष्ट्रात. राज्या…,NOT
hasoc_mr_1108,अपमान झाला म्हणून दिल्लीपती समोर त्याचीच खिल्लत उधळून लावणारे माणूस आता महाराष्ट्रात जिवंत रा…,HOF
hasoc_mr_1109,मुंबई महानगरपालिकेने जेवढ्या वेळात कंगना राणावत यांचे कार्यलयाचे अतिक्रमण काढले  तेवढ्याच वेळात मुंबईतील इतर अतिक्र…,NOT
hasoc_mr_1110,शिवबाला घडविणाऱ्या जिजाऊंचे तुम्हाला भान पाहिजे मुलींना शिकविणाऱ्या सावित्रीचे तुमच्या हृदयात स्थान पाहिजे जळली या समा…,NOT
hasoc_mr_1111,शब्द मनाच्या फांदीवर विसावा घेऊन झुलले की ख या अर्थाने शब्दातील अर्थाचा पिसारा फुलतो.पण मनाच्या फांदीवर जर पूर्वग्रह  द्वेष …,NOT
hasoc_mr_1112,विचारांच्या वादळात हरवलं की मनाचे प्रश्न मात्र अनुत्तरीत राहतात...,NOT
hasoc_mr_1113,सुप्रभात ट्विटरकरांनो.. मास्क वापरा  आपापसात अंतर राखा  काळजी घ्या❤️ sic.,NOT
hasoc_mr_1114,लडाखमध्ये भारत चीनच्या जवानांमध्ये पुन्हा संघर्ष?  भारतानं गोळीबार केल्याचा पीएलएचा आरोप. भारतानं वॉ…,NOT
hasoc_mr_1115,अर्णब वर हक्कभंग काय आणला …,NOT
hasoc_mr_1116,तुमचं म्हणजे अस आहे  उचलली जीभ लावली टाळ्याला.... देशाचे पंतप्रधान आदरणीय मोदीजी यांच्याबद्दल बोललं त…,NOT
hasoc_mr_1117,महाराष्ट्रातील भिकारचोट विरोधी पक्ष जे…,HOF
hasoc_mr_1118,झाट कुणी भाव देत नाही रे तुला इथे ट्विटर वर. तू कर ना तुझी acting  short films. नको तिथे कशाला उगीच.? ?,HOF
hasoc_mr_1119,चांगल्या माणसांवर कधीही करू नका...  कारण गेली की तिचं बनत असतं...   टिप  …,NOT
hasoc_mr_1120,घ्या राउत ती तर pok बोली जे की हिंदुस्तान च आहे हे बेन मुंबई ला पाकिस्तान बोला आता काय रिप्लाई देता की तोंडा…,NOT
hasoc_mr_1121,आपल्या म्हणण्यावर थोडी हाय ते.. ते दळभद्री चांगले खेळायला पाहिजे.. जाऊ दे मला काय गरज मी तर popcor…,HOF
hasoc_mr_1122,तर मग त्याचे काय बावळट? दिल्ली मध्ये गेलयेस कधी का फक्त मुंबईतील कचरपट्टीत समाधान वाटते…,HOF
hasoc_mr_1123,भारतात ड्रग्स (गांजा  चरस व इतर) सेवन legal करावं का? गेले काही दिवस हेच ऐकत आहे म्हणून सहज विचारलं.,NOT
hasoc_mr_1124,भडव्या तूझी लायकी काय रे भाड्या,HOF
hasoc_mr_1125,मूर्खा त्यांना काही मराठी माणसं बोलायला नाही गेले तेच आले इथं भिकारी,HOF
hasoc_mr_1126,बरं.. काही का असेना... पण तिने एखादं काम सांगावं आणि ह्याने करू नाही असं कधी होईल का? मग तो भलेही कसंबसं engineering नि…,NOT
hasoc_mr_1127,सुज्ञ मनुष्य जरी थोडे थोडे शुभ कर्म करीत राहिला तरी परिणामी तो चांगुलपणाने भरून जातो . १०. चंदन   धूप   कमळ   मधुमा…,NOT
hasoc_mr_1128,ध्येयाकडे जात असताना वेदना या काही काळ असतात पण  ध्येय साध्य केल्यानंतर मिळणारी कीर्ती अजरामर असते.   unknown…,NOT
hasoc_mr_1129,मी पण मराठी आहे पण माझे विचार तुज्या सारखे बावळट नाही  मी सर्व…,HOF
hasoc_mr_1130,आईघाल्या तुझी गांड दुखते का ? उद्धवसाहेब मुख्यमंत्री आहे म्हणून,HOF
hasoc_mr_1131,तु गू खा रे भड्व्या सोनिया चा़ दलाल,HOF
hasoc_mr_1132,दादांनी किंवा करून शिक्षण सेवकांना नयाय द्या…,NOT
hasoc_mr_1133,आताच आलेल्या माहिती नुसार ... खाजपा मध्ये पागल झालेल्या मंदाचीं यादी ज़ाहिर झाली आहे.. (सत्ता नसल्या मुळे होणारे मं…,NOT
hasoc_mr_1134,याने तर लोकांची फाडून ठेवली,HOF
hasoc_mr_1135,सरकारने आणि मीडिया ने रिह्या  सुशांत आणि कंगना यांना जेवढं गांभीर्याने घेतला तितकंच राहुल गांधी ला घेतला असत तर थोडं का होई…,NOT
hasoc_mr_1136,मुर्ख वागळे हे बघ। अरे मुर्खा एखादा नौसेना कर्मचारी नौसेनेतुन निवृत्ती नंतर मर्चंट नेवी म…,HOF
